comparison,gse_1,gse_2,cui_tfidf_cosine,shared_cui_count,shared_idf_sum,shared_cuis,title_1,title_2,title_1_full,title_2_full,summary_1,summary_2,summary_1_norm,summary_2_norm,same_summary,same_cui_set,pmid_1,pmid_2,shared_pmid,same_pmid,subseries_1,subseries_2,shared_subseries,same_subseries,superseries_1,superseries_2,shared_superseries,same_superseries,affiliation_1,affiliation_2,shared_affiliation,same_affiliation,BioProject_1,BioProject_2,shared_BioProject,same_BioProject,SRA_1,SRA_2,shared_SRA,same_SRA,same_source_prediction,same_source_confidence,title_1_norm,title_2_norm,text_1_norm,text_2_norm,title_damerau_sim,summary_damerau_sim,text_damerau_sim,title_text_tfidf_cosine,summary_text_tfidf_cosine,text_tfidf_cosine,near_same_title,near_same_summary,near_same_text,cui_high,text_tfidf_high,edit_high,similarity_pattern
human_mouse,GSE106545,GSE78971,0.5585822160642083,20,78.37363098040974,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1513372', 'C1546459', 'C1705923', 'C1707455', 'C1883559', 'C2603343', 'C2700323', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C5205215', 'C5444688']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Transcriptome of WT mouse embryonic stem cells,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Transcriptome of WT mouse embryonic stem cells,"Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare Wild Type astrocytes transcriptome profiling (RNA-seq) to AXL-/- astrocytes transcriptome profiling and to explore the mechanism by which AXL interferes with type I IFN signaling in WT astrocytes. We performed an RNA-Seq analysis of WT and AXL-/- U-251MG cells in the absence of ZIKV. Surprisingly, the intrinsic level of type I IFN signaling was lower in AXL-/- cells than in WT cells. This result was further confirmed by RT-qPCR",Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study was to obtain the trasncriptome of WT mESCs to compare it with the transcriptome of RNAi mutant mESCs (deposit separately).,"next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study are to compare wild type astrocytes transcriptome profiling (rna-seq) to axl-/- astrocytes transcriptome profiling and to explore the mechanism by which axl interferes with type i ifn signaling in wt astrocytes. we performed an rna-seq analysis of wt and axl-/- u-251mg cells in the absence of zikv. surprisingly, the intrinsic level of type i ifn signaling was lower in axl-/- cells than in wt cells. this result was further confirmed by rt-qpcr",purpose: next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study was to obtain the trasncriptome of wt mescs to compare it with the transcriptome of rnai mutant mescs (deposit separately).,False,False,29379210,28100686; 28174687; 29396181,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417188'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA314528'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP124156'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP071251'],[],False,False,Unknown,next generation sequencing facilitates quantitative analysis of wild type and axl-/- astrocytes transcriptomes,transcriptome of wt mouse embryonic stem cells,"next generation sequencing facilitates quantitative analysis of wild type and axl-/- astrocytes transcriptomes next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study are to compare wild type astrocytes transcriptome profiling (rna-seq) to axl-/- astrocytes transcriptome profiling and to explore the mechanism by which axl interferes with type i ifn signaling in wt astrocytes. we performed an rna-seq analysis of wt and axl-/- u-251mg cells in the absence of zikv. surprisingly, the intrinsic level of type i ifn signaling was lower in axl-/- cells than in wt cells. this result was further confirmed by rt-qpcr",transcriptome of wt mouse embryonic stem cells purpose: next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study was to obtain the trasncriptome of wt mescs to compare it with the transcriptome of rnai mutant mescs (deposit separately).,0.2090909090909091,0.35978835978835977,0.35398230088495575,0.0,0.1708996225998216,0.16312632940230656,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE70968,GSE72001,0.5551756539808701,7,37.1493635050673,"['C0152013', 'C1332137', 'C1336026', 'C4086963', 'C4289842', 'C4526910', 'C4760607']",RNA-seq profiling of lung adenocarcinoma and paired normal tissue,RNA-seq following enhancer repression,RNA-seq profiling of lung adenocarcinoma and paired normal tissue,RNA-seq following enhancer repression,"To analyze transcriptome data for the mouse xenograft cells derived from a human lung adenocarcinoma patient, reference RNA-seq data were generated for the tracking of gene expression changes associated with the xeno-engraftment and culture.",Using RNA-seq to identify genes regulated by dCas9-KRAB mediated enhancer repression in NCI-H2009 lung adenocarcinoma cells,"to analyze transcriptome data for the mouse xenograft cells derived from a human lung adenocarcinoma patient, reference rna-seq data were generated for the tracking of gene expression changes associated with the xeno-engraftment and culture.",using rna-seq to identify genes regulated by dcas9-krab mediated enhancer repression in nci-h2009 lung adenocarcinoma cells,False,False,,26656844,[],False,,['GSE72002'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA290027'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA292701'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP061207'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP062332'],[],False,False,Unknown,rna-seq profiling of lung adenocarcinoma and paired normal tissue,rna-seq following enhancer repression,"rna-seq profiling of lung adenocarcinoma and paired normal tissue to analyze transcriptome data for the mouse xenograft cells derived from a human lung adenocarcinoma patient, reference rna-seq data were generated for the tracking of gene expression changes associated with the xeno-engraftment and culture.",rna-seq following enhancer repression using rna-seq to identify genes regulated by dcas9-krab mediated enhancer repression in nci-h2009 lung adenocarcinoma cells,0.3538461538461538,0.25311203319502074,0.28338762214983715,0.035683805287003614,0.08256724482419439,0.11316322114776488,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE48286,GSE59819,0.5542567402469596,9,30.875309374148756,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",High-throughput sequencing of PROMPT-enriched samples.,Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,High-throughput sequencing of PROMPT-enriched samples.,Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,Sequencing of 5' and 3'ends and RNA-seq of PROMPT and mRNA molecules from control and exosome-depleted cells.,"Ribosome profiling and RNA sequencing was performed on U2OS cells, either control or overexpressing myc.",sequencing of 5' and 3'ends and rna-seq of prompt and mrna molecules from control and exosome-depleted cells.,"ribosome profiling and rna sequencing was performed on u2os cells, either control or overexpressing myc.",False,False,23851456; 25578728; 27455346,,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA209523'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA256317'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP026315'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP044936'],[],False,False,Unknown,high-throughput sequencing of prompt-enriched samples.,ribosome profiling and rna sequencing of u2os cells overexpressing myc,high-throughput sequencing of prompt-enriched samples. sequencing of 5' and 3'ends and rna-seq of prompt and mrna molecules from control and exosome-depleted cells.,"ribosome profiling and rna sequencing of u2os cells overexpressing myc ribosome profiling and rna sequencing was performed on u2os cells, either control or overexpressing myc.",0.3142857142857143,0.2844036697247706,0.3142857142857143,0.020001673476702356,0.04249469892422974,0.0314722197367095,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
human_mouse,GSE59819,GSE79487,0.545826149761827,10,34.62537163704152,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C0917793', 'C1294197', 'C1547100', 'C4086963']",Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,RNA sequencing of E11.5 Control and Prmt5cKO forelimbs,Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,RNA sequencing of E11.5 Control and Prmt5cKO forelimbs,"Ribosome profiling and RNA sequencing was performed on U2OS cells, either control or overexpressing myc.",We preformed RNA sequencing on control and Prmt5cKO embryos at E11.5 to determine differentially expressed genes resulting from a loss of Prmt5.,"ribosome profiling and rna sequencing was performed on u2os cells, either control or overexpressing myc.",we preformed rna sequencing on control and prmt5cko embryos at e11.5 to determine differentially expressed genes resulting from a loss of prmt5.,False,False,,27827819,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA256317'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA315976'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP044936'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP072172'],[],False,False,Unknown,ribosome profiling and rna sequencing of u2os cells overexpressing myc,rna sequencing of e11.5 control and prmt5cko forelimbs,"ribosome profiling and rna sequencing of u2os cells overexpressing myc ribosome profiling and rna sequencing was performed on u2os cells, either control or overexpressing myc.",rna sequencing of e11.5 control and prmt5cko forelimbs we preformed rna sequencing on control and prmt5cko embryos at e11.5 to determine differentially expressed genes resulting from a loss of prmt5.,0.24285714285714288,0.2777777777777778,0.24120603015075381,0.06458283482672389,0.047467651103630444,0.05469578210941857,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
human_mouse,GSE77958,GSE78974,0.5457614553982251,12,43.58006017734435,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach,Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach,The goals of this study are to analyze the transcriptome profiling (RNA-seq) after ISL1 overexpression in Huh7 cells.,Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study was to obtain the trasncriptome of DGCR8_KO mESCs to compare it with the transcriptome of WT mESCs (deposit separately).,the goals of this study are to analyze the transcriptome profiling (rna-seq) after isl1 overexpression in huh7 cells.,purpose: next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study was to obtain the trasncriptome of dgcr8_ko mescs to compare it with the transcriptome of wt mescs (deposit separately).,False,False,,28100686,[],False,['GSE77960'],,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA312206'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA314531'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP070165'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP071252'],[],False,False,Unknown,next generation sequencing facilitates quantitative analysis of isl1 regulated transcriptomes,transcriptome of new dgcr8_ko mouse embryonic stem cells generated by paired crispr/cas9 approach,next generation sequencing facilitates quantitative analysis of isl1 regulated transcriptomes the goals of this study are to analyze the transcriptome profiling (rna-seq) after isl1 overexpression in huh7 cells.,transcriptome of new dgcr8_ko mouse embryonic stem cells generated by paired crispr/cas9 approach purpose: next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study was to obtain the trasncriptome of dgcr8_ko mescs to compare it with the transcriptome of wt mescs (deposit separately).,0.15463917525773196,0.256,0.3160919540229885,0.0,0.05871017942953448,0.06696723223783418,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE69667,GSE89205,0.5443296671739286,10,61.4543274579125,"['C0013963', 'C0040690', 'C0079441', 'C0080222', 'C1366557', 'C1367389', 'C1420138', 'C1523298', 'C1527196', 'C1567665']",A systematic analysis of the time series gene expression in TGF-beta induced EMT by Next-generation sequencing,RNA-sequencing in TGF-beta treated MDA-231-D cells transfected with ZEB1/ZEB2 siRNAs [RNA-seq],A systematic analysis of the time series gene expression in TGF-beta induced EMT by Next-generation sequencing,RNA-sequencing in TGF-beta treated MDA-231-D cells transfected with ZEB1/ZEB2 siRNAs [RNA-seq],"The goal of this study is to characterize time course gene expression profiles during TGF-beta induced EMT. In particular, we aim to identify and characterize master transcription factors regulate the transition into partial-EMT state.",We searched for roles of ZEB1 during EMT by RNA-seq in breast cancer cells.,"the goal of this study is to characterize time course gene expression profiles during tgf-beta induced emt. in particular, we aim to identify and characterize master transcription factors regulate the transition into partial-emt state.",we searched for roles of zeb1 during emt by rna-seq in breast cancer cells.,False,False,26926107,28618162,[],False,,['GSE89206'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286131'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA350680'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP059252'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP092107'],[],False,False,Unknown,a systematic analysis of the time series gene expression in tgf-beta induced emt by next-generation sequencing,rna-sequencing in tgf-beta treated mda-231-d cells transfected with zeb1/zeb2 sirnas [rna-seq],"a systematic analysis of the time series gene expression in tgf-beta induced emt by next-generation sequencing the goal of this study is to characterize time course gene expression profiles during tgf-beta induced emt. in particular, we aim to identify and characterize master transcription factors regulate the transition into partial-emt state.",rna-sequencing in tgf-beta treated mda-231-d cells transfected with zeb1/zeb2 sirnas [rna-seq] we searched for roles of zeb1 during emt by rna-seq in breast cancer cells.,0.21818181818181814,0.22127659574468084,0.24566473988439308,0.12946605675278167,0.06287286124816092,0.13699958540057816,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE59269,GSE73881,0.5417395307261988,10,54.64735500342653,"['C0752248', 'C1412697', 'C1845055', 'C1883559', 'C2699992', 'C4318632', 'C5202941', 'C5205215', 'C5444688', 'C5690740']",Transcriptome analysis of WT and ATRX KO Cast x 129 mouse ES cells,Transcriptome analysis of ATRX and DAXX knockout mouse ESC,Transcriptome analysis of WT and ATRX KO Cast x 129 mouse ES cells,Transcriptome analysis of ATRX and DAXX knockout mouse ESC,Analysis of gene expression in WT and ATRX KO Cast x 129 Mouse ES cells,"PolyA+ RNA-Seq was performed on wildtype, ATRX and DAXX knockout cells derived by CRISPR targeting (Sadic et. al, EMBO Rep, 16(7), p836-850, 2015, DOI: 10.15252/embr.201439937).",analysis of gene expression in wt and atrx ko cast x 129 mouse es cells,"polya+ rna-seq was performed on wildtype, atrx and daxx knockout cells derived by crispr targeting (sadic et. al, embo rep, 16(7), p836-850, 2015, doi: 10.15252/embr.201439937).",False,False,25865896,,[],False,['GSE59271'],,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA254838'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA298305'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP044194'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP064643'],[],False,False,Unknown,transcriptome analysis of wt and atrx ko cast x 129 mouse es cells,transcriptome analysis of atrx and daxx knockout mouse esc,transcriptome analysis of wt and atrx ko cast x 129 mouse es cells analysis of gene expression in wt and atrx ko cast x 129 mouse es cells,"transcriptome analysis of atrx and daxx knockout mouse esc polya+ rna-seq was performed on wildtype, atrx and daxx knockout cells derived by crispr targeting (sadic et. al, embo rep, 16(7), p836-850, 2015, doi: 10.15252/embr.201439937).",0.6666666666666667,0.18644067796610164,0.31779661016949157,0.15013770418187433,0.03996568540047397,0.07984276266821642,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE104875,GSE95315,0.5412878212430007,8,37.68803228605199,"['C0001779', 'C0032782', 'C0332173', 'C0439228', 'C0439505', 'C0871109', 'C1561538', 'C1561539']",RNA Seq of Jag1Ndr/ndr and Jag1+/+ liver,Transcriptome analysis of single cells from the mouse dentate gyrus [10X],RNA Seq of Jag1Ndr/ndr and Jag1+/+ liver,Transcriptome analysis of single cells from the mouse dentate gyrus [10X],RNA sequencing of livers from postnatal day 10 (P10) control mice (Jag1+/+) and an Alagille mouse model (Jag1Ndr/Ndr).,"RNA sequencing was performed on 5454 single cells from dentate gyrus of CD-1 mice, sampled at postnatal day 12, 16, 24 and 35, with the aim of studying the postnatal dentate gyrus neurogenesis.",rna sequencing of livers from postnatal day 10 (p10) control mice (jag1+/+) and an alagille mouse model (jag1ndr/ndr).,"rna sequencing was performed on 5454 single cells from dentate gyrus of cd-1 mice, sampled at postnatal day 12, 16, 24 and 35, with the aim of studying the postnatal dentate gyrus neurogenesis.",False,False,29162437,29335606,[],False,['GSE104876'],['GSE95753'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414080'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA376609'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP119843'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP100932'],[],False,False,Unknown,rna seq of jag1ndr/ndr and jag1+/+ liver,transcriptome analysis of single cells from the mouse dentate gyrus [10x],rna seq of jag1ndr/ndr and jag1+/+ liver rna sequencing of livers from postnatal day 10 (p10) control mice (jag1+/+) and an alagille mouse model (jag1ndr/ndr).,"transcriptome analysis of single cells from the mouse dentate gyrus [10x] rna sequencing was performed on 5454 single cells from dentate gyrus of cd-1 mice, sampled at postnatal day 12, 16, 24 and 35, with the aim of studying the postnatal dentate gyrus neurogenesis.",0.20547945205479456,0.3160621761658031,0.28838951310861427,0.0,0.08683701783469043,0.052304464024743945,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE61290,GSE84023,0.5411797534632738,5,30.4898452875588,"['C0030297', 'C0235974', 'C0346647', 'C0346976', 'C4520964']",Myb-regulated transcriptome in pancreatic cancer,RNA sequencing of patient derived cell lines in pancreatic cancer,Myb-regulated transcriptome in pancreatic cancer,RNA sequencing of patient derived cell lines in pancreatic cancer,To understand the global view of Myb-regulated genes and pathways in pancreatic cancer.,Gene expression levels of pancreatic cell lines,to understand the global view of myb-regulated genes and pathways in pancreatic cancer.,gene expression levels of pancreatic cell lines,False,False,27246849,27498862,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA261015'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327834'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP047123'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP077921'],[],False,False,Unknown,myb-regulated transcriptome in pancreatic cancer,rna sequencing of patient derived cell lines in pancreatic cancer,myb-regulated transcriptome in pancreatic cancer to understand the global view of myb-regulated genes and pathways in pancreatic cancer.,rna sequencing of patient derived cell lines in pancreatic cancer gene expression levels of pancreatic cell lines,0.46153846153846156,0.25287356321839083,0.2941176470588235,0.18861760864825353,0.06311248194097951,0.17463338590497174,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE97354,GSE99735,0.5386389307892268,4,15.926275119050402,"['C1883559', 'C2700323', 'C5205215', 'C5444688']",RNA-Seq of ILC2p WT,Comparing single cell sequences between WT vs. Spp1-/- BM multi-potent progenitor cells (MPP) cells,RNA-Seq of ILC2p WT,Comparing single cell sequences between WT vs. Spp1-/- BM multi-potent progenitor cells (MPP) cells,We have generated RNA-seq of ILC2 progenitors form WT bone marrow mice.,WT vs. Spp1-/- MPPs showed distict patterns in tgene transcription profiles when analyzed with single cell sequencing,we have generated rna-seq of ilc2 progenitors form wt bone marrow mice.,wt vs. spp1-/- mpps showed distict patterns in tgene transcription profiles when analyzed with single cell sequencing,False,False,28484078,28671690,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA381488'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA389453'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP102949'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP108738'],[],False,False,Unknown,rna-seq of ilc2p wt,comparing single cell sequences between wt vs. spp1-/- bm multi-potent progenitor cells (mpp) cells,rna-seq of ilc2p wt we have generated rna-seq of ilc2 progenitors form wt bone marrow mice.,comparing single cell sequences between wt vs. spp1-/- bm multi-potent progenitor cells (mpp) cells wt vs. spp1-/- mpps showed distict patterns in tgene transcription profiles when analyzed with single cell sequencing,0.12121212121212122,0.23076923076923073,0.2073732718894009,0.04058897885937471,0.015039314737466123,0.030848205295147223,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE41476,GSE46597,0.538527895681413,7,38.764696687717304,"['C0024623', 'C0345804', 'C0699791', 'C1333763', 'C1880929', 'C4086963', 'C4760607']",RNA-seq for gastric cancer and normal tissues/cells,Integrated epigenomic analyses of enhancer as well as promoter regions in gastric cancer,RNA-seq for gastric cancer and normal tissues/cells,Integrated epigenomic analyses of enhancer as well as promoter regions in gastric cancer,We performed RNA-seq experiments to identify differentially expressed intergenic transcripts between gastric cancer and normal tissues/cells.,"To understand epigenetic changes in the distal regulatory as well as proximal regions, we performed RNA-seq, MBD-seq, and H3K27ac ChIP-seq on gastric tissues and cell lines.",we performed rna-seq experiments to identify differentially expressed intergenic transcripts between gastric cancer and normal tissues/cells.,"to understand epigenetic changes in the distal regulatory as well as proximal regions, we performed rna-seq, mbd-seq, and h3k27ac chip-seq on gastric tissues and cell lines.",False,False,23846333,27016420,[],False,,['GSE46598'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178120'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA201423'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP016059'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP022131'],[],False,False,Unknown,rna-seq for gastric cancer and normal tissues/cells,integrated epigenomic analyses of enhancer as well as promoter regions in gastric cancer,rna-seq for gastric cancer and normal tissues/cells we performed rna-seq experiments to identify differentially expressed intergenic transcripts between gastric cancer and normal tissues/cells.,"integrated epigenomic analyses of enhancer as well as promoter regions in gastric cancer to understand epigenetic changes in the distal regulatory as well as proximal regions, we performed rna-seq, mbd-seq, and h3k27ac chip-seq on gastric tissues and cell lines.",0.26136363636363635,0.2774566473988439,0.29389312977099236,0.15394890647168535,0.10406875894691181,0.19300747413150943,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE71281,GSE99120,0.5364839834061295,38,148.75844536772865,"['C0008972', 'C0017260', 'C0017337', 'C0018017', 'C0040649', 'C0042444', 'C0079429', 'C0162801', 'C0175845', 'C0242743', 'C0348005', 'C0441889', 'C0456079', 'C0557651', 'C0597298', 'C0681836', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1417679', 'C1519595', 'C1519941', 'C1522326', 'C1537811', 'C1546459', 'C1547707', 'C1561491', 'C1705923', 'C2603343', 'C2930505', 'C2936624', 'C2979882', 'C4086963', 'C4723641', 'C4760607', 'C5551416', 'C5551417']",An IL-23R/IL-22 circuit regulates epithelial serum amyloid A to promote local effector Th17 responses II [RNA-Seq],RNA-Seq of hematopoietic stem cells from vehicle and estrogen-treated mice,An IL-23R/IL-22 circuit regulates epithelial serum amyloid A to promote local effector Th17 responses II [RNA-Seq],RNA-Seq of hematopoietic stem cells from vehicle and estrogen-treated mice,"Purpose: The goals of this study are to compare in vitro polarized T helper 17 cell transcriptome profiling (RNA-seq) in the presence or absence of recombinant murine SAA1Methods: Th17 mRNA profiles of 96hrs in vitro cultured T helper 17 cells treated with vehicle or recombinant murine SAA1 were generated by deep sequencing, using Illumina RapidRun. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: BurrowsâWheeler Aligner (BWA) and TopHat followed by CuffDiff. qRTâPCR validation was performed using SYBR Green assays.Results: 177 genes were changed more than 2 folds in the presence of recombinant murine SAA1.Conclusions: Our study suggest that SAA1 could augment subset of Th17 transcription program in vitro.",Purpose: The goals of this study were to determine genes in HSCs that are regulated by estrogen.Methods: mRNA profiles of vehicle and estrogen treated wild-type (WT) and Esr1fl/fl;Mx1-Cre (ERa-KO) HSCs were generated by deep sequencing using Illumina HiSeq 2000 and Ion Torrent Proton platforms. The sequence reads that passed quality filters were analyzed at the transcript isoform level using DE-Seq2. qRTâPCR validation was performed using SYBR Green assays,"purpose: the goals of this study are to compare in vitro polarized t helper 17 cell transcriptome profiling (rna-seq) in the presence or absence of recombinant murine saa1methods: th17 mrna profiles of 96hrs in vitro cultured t helper 17 cells treated with vehicle or recombinant murine saa1 were generated by deep sequencing, using illumina rapidrun. the sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: burrowsâwheeler aligner (bwa) and tophat followed by cuffdiff. qrtâpcr validation was performed using sybr green assays.results: 177 genes were changed more than 2 folds in the presence of recombinant murine saa1.conclusions: our study suggest that saa1 could augment subset of th17 transcription program in vitro.",purpose: the goals of this study were to determine genes in hscs that are regulated by estrogen.methods: mrna profiles of vehicle and estrogen treated wild-type (wt) and esr1fl/fl;mx1-cre (era-ko) hscs were generated by deep sequencing using illumina hiseq 2000 and ion torrent proton platforms. the sequence reads that passed quality filters were analyzed at the transcript isoform level using de-seq2. qrtâpcr validation was performed using sybr green assays,False,False,26411290,,[],False,['GSE70599'],,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA290796'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA387370'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP061499'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP107690'],[],False,False,Unknown,an il-23r/il-22 circuit regulates epithelial serum amyloid a to promote local effector th17 responses ii [rna-seq],rna-seq of hematopoietic stem cells from vehicle and estrogen-treated mice,"an il-23r/il-22 circuit regulates epithelial serum amyloid a to promote local effector th17 responses ii [rna-seq] purpose: the goals of this study are to compare in vitro polarized t helper 17 cell transcriptome profiling (rna-seq) in the presence or absence of recombinant murine saa1methods: th17 mrna profiles of 96hrs in vitro cultured t helper 17 cells treated with vehicle or recombinant murine saa1 were generated by deep sequencing, using illumina rapidrun. the sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: burrowsâwheeler aligner (bwa) and tophat followed by cuffdiff. qrtâpcr validation was performed using sybr green assays.results: 177 genes were changed more than 2 folds in the presence of recombinant murine saa1.conclusions: our study suggest that saa1 could augment subset of th17 transcription program in vitro.",rna-seq of hematopoietic stem cells from vehicle and estrogen-treated mice purpose: the goals of this study were to determine genes in hscs that are regulated by estrogen.methods: mrna profiles of vehicle and estrogen treated wild-type (wt) and esr1fl/fl;mx1-cre (era-ko) hscs were generated by deep sequencing using illumina hiseq 2000 and ion torrent proton platforms. the sequence reads that passed quality filters were analyzed at the transcript isoform level using de-seq2. qrtâpcr validation was performed using sybr green assays,0.26315789473684215,0.3738796414852753,0.3604910714285714,0.015980761953712414,0.2132039211497854,0.18124044758973032,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
